Country,State,Observation Date,Clouds,Precipitation,Temperature (F),Number Seen in 10 s,Different Colors,Location,Grassy,Is the Grass Mowed?,Fertilized,Weed Killer,Pesticides
US,OK,9/11/08 21:45,Clear,None,79,0,0,Suburban/rural mix,Yes,1-2 times a month,No,No,No
US,OK,9/30/08 21:30,Clear,None,72,0,0,Suburban/rural mix,Yes,1-2 times a month,No,No,No
US,MI,8/20/08 21:30,Partly cloudy,None,70,3,1,City,Yes,Weekly,Yes,Yes,No
US,MI,8/10/09 21:30,Partly cloudy,None,72,2,1,City,Yes,Weekly,Yes,Yes,No
US,MA,9/5/08 16:45,Clear,None,80,0,0,City,Yes,1-2 times a month,I don't know,I don't know,I don't know
US,MA,9/23/08 14:30,Foggy,None,80,3,0,City,Yes,1-2 times a month,I don't know,I don't know,I don't know
US,SC,9/6/08 22:00,Partly cloudy,Light rain,79,0,0,Rural: forest,Yes,Weekly,Yes,Yes,Lawn
US,SD,8/9/08 21:30,Clear,None,85,5,1,Suburban/rural mix,Yes,1-2 times a month,Yes,Yes,Lawn
US,AR,5/23/09 20:30,Partly cloudy,Light rain,75,2,1,Rural: open area,Yes,1-2 times a month,No,Yes,No
US,MO,5/19/09 20:30,Clear,None,72,3,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,5/21/09 20:30,Clear,None,80,3,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,5/24/09 20:30,Cloudy,Misty,70,1,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,5/26/09 20:15,Cloudy,None,76,4,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,5/27/09 20:15,Cloudy,None,65,3,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,5/30/09 20:30,Clear,None,79,3,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,5/31/09 20:30,Clear,None,75,4,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,6/1/09 20:45,Clear,None,81,5,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,6/5/09 20:30,Clear,None,70,4,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,6/6/09 20:45,Clear,None,75,5,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,6/9/09 20:45,Foggy,Misty,69,5,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,6/13/09 20:45,Partly cloudy,None,70,5,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,6/14/09 21:00,Partly cloudy,None,72,4,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,6/17/09 20:15,Cloudy,None,85,5,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,6/19/09 21:00,Partly cloudy,None,87,5,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,6/20/09 20:30,Partly cloudy,None,82,5,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,6/24/09 20:15,Partly cloudy,None,87,5,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,6/25/09 20:15,Clear,None,89,5,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,6/25/09 21:00,Clear,None,87,5,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,7/5/09 22:00,Clear,None,79,3,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,7/6/09 21:00,Clear,None,78,4,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,7/8/09 20:45,Clear,None,81,5,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,8/1/09 20:45,Clear,None,72,2,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,8/2/09 20:15,Clear,None,75,3,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,8/6/09 20:30,Partly cloudy,None,77,4,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,8/14/09 20:15,Clear,None,80,3,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,8/15/09 20:00,Partly cloudy,None,84,3,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,8/22/09 20:30,Clear,None,68,2,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,8/24/09 20:15,Clear,None,70,2,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,5/23/10 20:45,Clear,None,84,2,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,5/27/10 20:30,Partly cloudy,None,80,3,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,5/29/10 20:30,Clear,None,78,3,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,5/30/10 20:30,Partly cloudy,None,80,1,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,5/31/10 20:30,Partly cloudy,None,74,4,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,6/3/10 20:30,Clear,None,78,4,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,6/6/10 20:45,Partly cloudy,None,75,4,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,6/10/10 20:30,Partly cloudy,None,85,5,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,6/11/10 20:30,Partly cloudy,None,78,5,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,6/15/10 20:30,Partly cloudy,None,79,5,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,6/16/10 21:30,Partly cloudy,None,76,4,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,6/21/10 20:15,Clear,None,88,5,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,6/25/10 21:15,Clear,None,82,4,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,7/2/10 20:45,Clear,None,77,5,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,7/5/10 21:30,Partly cloudy,None,85,4,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,7/8/10 19:45,Cloudy,Misty,75,4,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,7/18/10 20:30,Clear,None,86,3,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,7/26/10 20:00,Cloudy,Light rain,80,3,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,7/29/10 20:30,Clear,None,83,2,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,8/1/10 20:30,Clear,None,80,3,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,8/4/10 20:15,Clear,None,90,0,0,Suburb,Yes,1-2 times a month,No,No,No
US,MO,8/8/10 20:15,Clear,None,84,2,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,8/13/10 20:15,Clear,None,93,2,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,8/17/10 20:15,Cloudy,None,80,0,0,Suburb,Yes,1-2 times a month,No,No,No
US,MO,8/21/10 20:15,Clear,None,79,2,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,8/22/10 19:30,Clear,None,83,2,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,8/24/10 20:00,Partly cloudy,None,82,3,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,9/1/10 19:45,Cloudy,Misty,74,3,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,9/6/10 19:45,Clear,None,84,2,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,9/8/10 19:45,Clear,None,74,1,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,9/12/10 19:30,Clear,None,76,0,0,Suburb,Yes,1-2 times a month,No,No,No
US,MO,5/27/11 20:15,Foggy,Misty,62,1,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,5/28/11 20:15,Cloudy,Misty,69,2,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,6/6/11 20:30,Clear,None,85,4,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,6/8/11 20:45,Clear,None,87,4,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,6/12/11 20:30,Partly cloudy,None,71,4,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,6/15/11 21:00,Clear,None,76,4,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,6/18/11 21:00,Partly cloudy,None,81,5,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,6/19/11 20:15,Partly cloudy,None,83,5,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,6/22/11 20:00,Cloudy,None,77,5,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,6/26/11 21:00,Cloudy,None,82,4,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,6/27/11 20:45,Partly cloudy,None,79,5,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,7/4/11 21:00,Clear,None,80,3,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,7/5/11 21:00,Clear,None,82,3,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,7/6/11 20:45,Partly cloudy,Misty,84,4,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,7/7/11 20:45,Cloudy,Light rain,73,4,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,7/11/11 20:30,Partly cloudy,None,95,4,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,7/14/11 20:45,Clear,None,84,4,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,7/15/11 20:45,Clear,None,84,4,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,7/16/11 21:00,Partly cloudy,None,89,3,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,7/19/11 20:30,Clear,None,93,3,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,7/21/11 21:00,Clear,None,96,3,2,Suburb,Yes,1-2 times a month,No,No,No
US,MO,7/25/11 20:30,Clear,None,88,3,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,7/30/11 20:45,Partly cloudy,None,83,3,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,8/1/11 20:45,Clear,None,91,3,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,8/3/11 20:45,Clear,None,89,3,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,8/4/11 20:45,Cloudy,None,84,0,0,Suburb,Yes,1-2 times a month,No,No,No
US,MO,8/7/11 20:30,Partly cloudy,None,91,3,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,8/9/11 20:30,Partly cloudy,None,84,0,0,Suburb,Yes,1-2 times a month,No,No,No
US,MO,8/11/11 20:30,Clear,None,80,3,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,8/14/11 20:15,Clear,None,77,1,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,8/17/11 20:30,Clear,None,82,0,0,Suburb,Yes,1-2 times a month,No,No,No
US,MO,8/19/11 20:00,Clear,None,89,5,0,Suburb,Yes,1-2 times a month,No,No,No
US,MO,8/21/11 20:15,Clear,None,84,3,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,8/22/11 20:30,Partly cloudy,None,82,1,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,8/24/11 20:00,Partly cloudy,None,93,1,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,8/28/11 19:45,Partly cloudy,None,81,1,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,8/30/11 19:45,Partly cloudy,Light rain,86,1,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,8/31/11 20:00,Clear,None,98,1,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,9/3/11 20:00,Partly cloudy,None,80,0,0,Suburb,Yes,1-2 times a month,No,No,No
US,MO,5/1/12 19:45,Clear,None,68,3,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,5/17/12 20:30,Clear,None,79,3,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,5/23/12 20:15,Partly cloudy,None,81,4,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,6/7/12 20:15,Partly cloudy,None,79,5,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,6/13/12 21:00,Clear,None,72,3,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,6/14/12 20:00,Clear,None,80,5,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,6/17/12 20:15,Partly cloudy,None,88,4,1,Suburb,Yes,1-2 times a month,No,No,No
US,MO,6/18/12 20:30,Partly cloudy,None,89,5,1,Suburb,Yes,1-2 times a month,No,No,No
US,VA,9/9/08 19:00,Cloudy,None,68,3,1,Suburb,Yes,Weekly,No,No,No
CA,MB,7/18/08 21:45,Clear,None,62,4,1,Agricultural,NULL,N/A,Yes,Yes,Lawn
US,MN,8/23/08 1:15,Clear,None,68,5,1,Rural: open area,Yes,Weekly,I don't know,Yes,I don't know
US,CO,5/18/09 20:45,Partly cloudy,None,65,3,1,Rural: open area,Yes,No,No,No,No
US,CO,5/28/09 21:15,Clear,None,50,4,1,Rural: open area,Yes,No,No,No,No
US,CO,6/5/09 21:30,Partly cloudy,None,50,4,1,Rural: open area,Yes,No,No,No,No
US,CO,6/16/09 21:30,Partly cloudy,None,50,3,1,Rural: open area,Yes,No,No,No,No
US,CO,6/23/09 21:15,Clear,None,60,3,1,Rural: open area,Yes,No,No,No,No
US,CO,7/7/09 21:30,Partly cloudy,None,55,3,1,Rural: open area,Yes,No,No,No,No
US,CO,7/17/09 21:30,Partly cloudy,None,50,0,0,Rural: open area,Yes,No,No,No,No
US,CO,7/24/09 21:15,Clear,None,55,0,0,Rural: open area,Yes,No,No,No,No
US,CO,5/31/10 21:30,Clear,None,60,3,1,Rural: open area,Yes,No,No,No,No
US,CO,6/3/10 21:15,Clear,None,50,0,0,Rural: open area,Yes,No,No,No,No
US,CO,6/5/10 21:30,Clear,None,64,4,1,Rural: open area,Yes,No,No,No,No
IN,Goa,5/29/08 20:15,Cloudy,Heavy rain,100,4,1,Suburban/rural mix,Yes,No,I don't know,Yes,General
US,PA,6/13/09 21:15,Partly cloudy,None,77,0,0,Suburban/rural mix,NULL,N/A,I don't know,Yes,Lawn
US,DC,9/13/08 19:00,Partly cloudy,None,87,2,1,City,Yes,Weekly,Yes,Yes,Lawn
US,CT,5/15/09 21:45,Partly cloudy,None,66,2,1,Suburb,Yes,1-2 times a month,No,No,No
US,CT,6/13/09 21:15,Cloudy,None,73,3,1,Suburb,Yes,1-2 times a month,No,No,No
US,CT,6/19/09 22:00,Clear,None,72,5,1,Suburb,Yes,1-2 times a month,No,No,No
US,CT,5/13/09 16:00,Clear,None,60,2,1,Rural: open area,NULL,No,No,No,No
US,VA,6/14/09 20:00,Partly cloudy,None,70,3,1,Suburb,Yes,1-2 times a month,Yes,Yes,Lawn
US,VA,6/26/09 20:30,Partly cloudy,None,79,4,1,Suburb,Yes,1-2 times a month,Yes,Yes,Lawn
US,NY,7/12/08 22:00,Cloudy,Light rain,75,5,2,Agricultural,Yes,1-2 times a month,No,Yes,No
US,MD,6/1/09 22:30,Partly cloudy,None,73,3,1,Suburban/rural mix,Yes,Weekly,Yes,No,No
US,MD,6/8/09 19:45,Partly cloudy,None,75,5,1,Suburban/rural mix,Yes,Weekly,Yes,No,No
US,MD,6/11/09 22:15,Partly cloudy,None,70,5,1,Suburban/rural mix,Yes,Weekly,Yes,No,No
US,MD,6/13/09 20:30,Cloudy,None,73,5,1,Suburban/rural mix,Yes,Weekly,Yes,No,No
US,MD,7/1/09 21:30,Foggy,Light rain,67,5,1,Suburban/rural mix,Yes,Weekly,Yes,No,No
US,MD,7/6/09 21:15,Partly cloudy,None,73,5,1,Suburban/rural mix,Yes,Weekly,Yes,No,No
US,MD,7/15/09 21:30,Clear,None,68,1,2,Suburban/rural mix,Yes,Weekly,Yes,No,No
US,MD,7/27/09 21:30,Cloudy,Misty,79,2,2,Suburban/rural mix,Yes,Weekly,Yes,No,No
US,IN,6/18/09 21:30,Cloudy,None,75,4,1,Suburban/rural mix,Yes,1-2 times a month,No,No,No
US,VA,5/31/09 20:30,Clear,None,73,1,2,Suburb,Yes,Weekly,Yes,No,No
US,VA,6/1/09 22:15,Partly cloudy,None,70,0,0,Suburb,Yes,Weekly,Yes,No,No
US,VA,6/7/09 20:45,Clear,None,72,4,1,Suburb,Yes,Weekly,Yes,No,No
US,VA,6/8/09 22:45,Cloudy,None,79,3,1,Suburb,Yes,Weekly,Yes,No,No
US,VA,6/10/09 23:15,Cloudy,Light rain,70,2,1,Suburb,Yes,Weekly,Yes,No,No
US,VA,6/13/09 16:00,Partly cloudy,None,82,1,0,Suburb,Yes,Weekly,Yes,No,No
US,VA,6/13/09 20:00,Clear,None,80,4,1,Suburb,Yes,Weekly,Yes,No,No
US,VA,6/14/09 12:00,Partly cloudy,None,77,1,0,Suburb,Yes,Weekly,Yes,No,No
US,VA,6/14/09 21:15,Partly cloudy,None,73,3,2,Suburb,Yes,Weekly,Yes,No,No
US,VA,6/15/09 11:15,Partly cloudy,None,77,1,0,Suburb,Yes,Weekly,Yes,No,No
US,VA,6/15/09 19:00,Partly cloudy,None,77,1,1,Suburb,Yes,Weekly,Yes,No,No
US,VA,6/15/09 20:00,Partly cloudy,None,77,1,0,Suburb,Yes,Weekly,Yes,No,No
US,VA,6/15/09 20:15,Partly cloudy,None,77,4,1,Suburb,Yes,Weekly,Yes,No,No
US,VA,6/15/09 21:00,Partly cloudy,None,77,4,2,Suburb,Yes,Weekly,Yes,No,No
US,VA,6/17/09 22:45,Cloudy,Light rain,66,0,0,Suburb,Yes,Weekly,Yes,No,No
US,VA,6/17/09 23:30,Partly cloudy,None,65,2,1,Suburb,Yes,Weekly,Yes,No,No
US,VA,6/18/09 22:30,Cloudy,None,70,3,1,Suburb,Yes,Weekly,Yes,No,No
US,VA,6/18/09 22:30,Cloudy,None,70,3,1,Suburb,Yes,Weekly,Yes,No,No
US,VA,6/19/09 20:30,Partly cloudy,None,81,4,1,Suburb,Yes,Weekly,Yes,No,No
US,VA,6/20/09 23:00,Partly cloudy,None,81,4,2,Suburb,Yes,Weekly,Yes,No,No
US,VA,6/21/09 23:15,Partly cloudy,None,73,3,2,Suburb,Yes,Weekly,Yes,No,No
US,VA,6/22/09 22:45,Partly cloudy,None,77,3,1,Suburb,Yes,Weekly,Yes,No,No
US,VA,6/26/09 20:45,Partly cloudy,None,76,5,1,Suburb,Yes,Weekly,Yes,No,No
US,VA,6/27/09 22:00,Partly cloudy,None,77,3,2,Suburb,Yes,Weekly,Yes,No,No
US,VA,6/28/09 21:15,Partly cloudy,None,73,3,2,Suburb,Yes,Weekly,Yes,No,No
US,VA,6/29/09 22:15,Partly cloudy,None,75,3,1,Suburb,Yes,Weekly,Yes,No,No
US,VA,6/30/09 22:45,Cloudy,None,70,3,1,Suburb,Yes,Weekly,Yes,No,No
US,VA,7/4/09 22:30,Cloudy,None,77,3,1,Suburb,Yes,Weekly,Yes,No,No
US,VA,7/11/09 23:15,Partly cloudy,None,75,3,2,Suburb,Yes,Weekly,Yes,No,No
US,VA,7/12/09 21:30,Partly cloudy,None,82,3,2,Suburb,Yes,Weekly,Yes,No,No
US,VA,7/13/09 22:00,Cloudy,None,79,0,0,Suburb,Yes,Weekly,Yes,No,No
US,VA,7/14/09 22:30,Partly cloudy,None,72,1,1,Suburb,Yes,Weekly,Yes,No,No
US,VA,7/15/09 19:45,Partly cloudy,None,81,5,1,Suburb,Yes,Weekly,Yes,No,No
US,VA,7/15/09 21:45,Partly cloudy,None,79,3,1,Suburb,Yes,Weekly,Yes,No,No
US,VA,5/1/10 12:15,Clear,None,87,2,0,Suburb,Yes,Weekly,Yes,No,No
US,VA,5/14/10 20:15,Cloudy,Light rain,71,2,1,Suburb,Yes,Weekly,Yes,No,No
US,VA,5/15/10 21:00,Clear,None,73,0,0,Suburb,Yes,Weekly,Yes,No,No
US,VA,5/16/10 20:00,Clear,None,73,0,0,Suburb,Yes,Weekly,Yes,No,No
US,VA,5/17/10 22:00,Cloudy,Light rain,53,0,0,Suburb,Yes,Weekly,Yes,No,No
US,VA,5/18/10 22:00,Cloudy,Misty,53,0,0,Suburb,Yes,Weekly,Yes,No,No
US,VA,5/19/10 22:15,Cloudy,None,60,0,0,Suburb,Yes,Weekly,Yes,No,No
US,VA,5/21/10 20:15,Partly cloudy,None,78,1,1,Suburb,Yes,Weekly,Yes,No,No
US,VA,5/22/10 20:15,Cloudy,Light rain,67,0,0,Suburb,Yes,Weekly,Yes,No,No
US,VA,5/23/10 20:00,Cloudy,Misty,69,0,0,Suburb,Yes,Weekly,Yes,No,No
US,VA,5/23/10 22:00,Partly cloudy,None,68,0,0,Suburb,Yes,Weekly,Yes,No,No
US,VA,5/24/10 22:45,Clear,None,69,0,0,Suburb,Yes,Weekly,Yes,No,No
US,VA,5/25/10 22:15,Partly cloudy,None,72,0,0,Suburb,Yes,Weekly,Yes,No,No
US,VA,5/26/10 22:45,Partly cloudy,None,80,0,0,Suburb,Yes,Weekly,Yes,No,No
US,VA,5/27/10 23:15,Partly cloudy,None,75,0,0,Suburb,Yes,Weekly,Yes,No,No
US,VA,5/28/10 22:30,Cloudy,Light rain,66,0,0,Suburb,Yes,Weekly,Yes,No,No
US,VA,5/29/10 20:15,Clear,None,76,2,1,Suburb,Yes,Weekly,Yes,No,No
US,VA,5/29/10 20:45,Clear,None,75,3,1,Suburb,Yes,Weekly,Yes,No,No
US,VA,5/30/10 21:15,Cloudy,None,82,1,1,Suburb,Yes,Weekly,Yes,No,No
US,VA,5/31/10 20:30,Cloudy,None,83,2,1,Suburb,Yes,Weekly,Yes,No,No
US,VA,6/1/10 23:15,Cloudy,None,75,0,0,Suburb,Yes,Weekly,Yes,No,No
US,VA,6/2/10 22:15,Cloudy,None,79,1,1,Suburb,Yes,Weekly,Yes,No,No
US,VA,6/3/10 21:30,Cloudy,None,69,0,0,Suburb,Yes,Weekly,Yes,No,No
US,VA,6/4/10 21:15,Partly cloudy,None,82,0,0,Suburb,Yes,Weekly,Yes,No,No
US,VA,6/5/10 19:45,Partly cloudy,None,85,0,0,Suburb,Yes,Weekly,Yes,No,No
US,VA,6/5/10 20:30,Partly cloudy,None,83,3,1,Suburb,Yes,Weekly,Yes,No,No
US,VA,6/5/10 20:45,Partly cloudy,None,83,3,2,Suburb,Yes,Weekly,Yes,No,No
US,VA,6/6/10 21:00,Clear,None,77,3,1,Suburb,Yes,Weekly,Yes,No,No
US,VA,6/6/10 21:15,Clear,None,76,3,1,Suburb,Yes,Weekly,Yes,No,No
US,VA,6/7/10 21:30,Partly cloudy,None,71,2,1,Suburb,Yes,Weekly,Yes,No,No
US,VA,6/8/10 22:15,Partly cloudy,None,69,0,0,Suburb,Yes,Weekly,Yes,No,No
US,VA,6/10/10 22:15,Cloudy,None,74,1,1,Suburb,Yes,Weekly,Yes,No,No
US,VA,6/10/10 22:30,Cloudy,None,79,1,1,Suburb,Yes,Weekly,Yes,No,No
US,VA,6/11/10 21:00,Clear,None,77,1,1,Suburb,Yes,Weekly,Yes,No,No
US,VA,6/11/10 22:30,Partly cloudy,None,75,1,1,Suburb,Yes,Weekly,Yes,No,No
US,VA,6/12/10 20:30,Partly cloudy,None,76,5,1,Suburb,Yes,Weekly,Yes,No,No
US,VA,6/12/10 20:45,Partly cloudy,None,77,4,1,Suburb,Yes,Weekly,Yes,No,No
US,VA,6/12/10 21:00,Partly cloudy,None,77,3,1,Suburb,Yes,Weekly,Yes,No,No
US,VA,6/12/10 21:15,Partly cloudy,None,76,0,0,Suburb,Yes,Weekly,Yes,No,No
US,VA,6/13/10 21:30,Partly cloudy,None,86,2,1,Suburb,Yes,Weekly,Yes,No,No
US,VA,6/14/10 22:45,Cloudy,None,75,0,0,Suburb,Yes,Weekly,Yes,No,No
US,VA,6/15/10 22:30,Cloudy,None,74,3,1,Suburb,Yes,Weekly,Yes,No,No
US,VA,6/16/10 23:45,Cloudy,None,77,3,1,Suburb,Yes,Weekly,Yes,No,No
US,VA,6/18/10 20:30,Clear,None,78,5,1,Suburb,Yes,Weekly,Yes,No,No
US,VA,6/18/10 21:15,Clear,None,76,3,2,Suburb,Yes,Weekly,Yes,No,No
US,VA,6/19/10 20:00,Clear,None,88,3,1,Suburb,Yes,Weekly,Yes,No,No
US,VA,6/19/10 21:30,Partly cloudy,None,84,1,2,Suburb,Yes,Weekly,Yes,No,No
US,VA,6/20/10 20:45,Clear,None,88,4,1,Suburb,Yes,Weekly,Yes,No,No
US,VA,6/20/10 21:30,Clear,None,85,1,2,Suburb,Yes,Weekly,Yes,No,No
US,VA,6/22/10 22:30,Partly cloudy,None,76,3,1,Suburb,Yes,Weekly,Yes,No,No
US,VA,6/23/10 23:00,Partly cloudy,None,84,2,1,Suburb,Yes,Weekly,Yes,No,No
US,VA,6/24/10 22:15,Partly cloudy,None,83,3,1,Suburb,Yes,Weekly,Yes,No,No
US,VA,6/25/10 22:30,Partly cloudy,None,84,2,1,Suburb,Yes,Weekly,Yes,No,No
US,VA,6/26/10 20:15,Clear,None,88,2,1,Suburb,Yes,Weekly,Yes,No,No
US,VA,6/26/10 20:30,Clear,None,88,5,1,Suburb,Yes,Weekly,Yes,No,No
US,VA,6/26/10 21:00,Clear,None,86,3,1,Suburb,Yes,Weekly,Yes,No,No
US,VA,6/26/10 21:30,Clear,None,85,0,0,Suburb,Yes,Weekly,Yes,No,No
US,VA,6/27/10 20:45,Partly cloudy,None,89,5,1,Suburb,Yes,Weekly,Yes,No,No
US,VA,6/28/10 21:30,Cloudy,None,83,1,1,Suburb,Yes,Weekly,Yes,No,No
US,VA,6/29/10 22:15,Partly cloudy,None,81,1,1,Suburb,Yes,Weekly,Yes,No,No
US,VA,6/30/10 22:30,Partly cloudy,None,71,0,0,Suburb,Yes,Weekly,Yes,No,No
US,VA,7/1/10 22:30,Partly cloudy,None,73,1,1,Suburb,Yes,Weekly,Yes,No,No
US,VA,7/2/10 21:30,Partly cloudy,None,73,0,0,Suburb,Yes,Weekly,Yes,No,No
US,VA,7/2/10 22:00,Partly cloudy,None,72,0,0,Suburb,Yes,Weekly,Yes,No,No
US,VA,7/3/10 20:45,Partly cloudy,None,81,5,1,Suburb,Yes,Weekly,Yes,No,No
US,VA,7/5/10 21:15,Partly cloudy,None,90,1,2,Suburb,Yes,Weekly,Yes,No,No
US,VA,7/6/10 22:30,Partly cloudy,None,90,1,1,Suburb,Yes,Weekly,Yes,No,No
US,VA,7/7/10 22:30,Partly cloudy,None,89,0,0,Suburb,Yes,Weekly,Yes,No,No
US,VA,7/8/10 23:30,Partly cloudy,None,82,0,0,Suburb,Yes,Weekly,Yes,No,No
US,VA,7/9/10 22:15,Partly cloudy,None,82,0,0,Suburb,Yes,Weekly,Yes,No,No
US,VA,7/10/10 21:00,Partly cloudy,None,76,3,1,Suburb,Yes,Weekly,Yes,No,No
US,VA,7/11/10 20:45,Partly cloudy,None,84,4,1,Suburb,Yes,Weekly,Yes,No,No
US,VA,7/11/10 21:30,Partly cloudy,None,81,0,0,Suburb,Yes,Weekly,Yes,No,No
US,VA,7/12/10 23:00,Cloudy,Misty,73,1,1,Suburb,Yes,Weekly,Yes,No,No
US,VA,7/13/10 22:15,Cloudy,None,74,2,1,Suburb,Yes,Weekly,Yes,No,No
US,VA,7/14/10 22:15,Partly cloudy,None,81,0,0,Suburb,Yes,Weekly,Yes,No,No
US,VA,7/15/10 22:45,Partly cloudy,None,80,0,0,Suburb,Yes,Weekly,Yes,No,No
US,VA,7/16/10 20:15,Clear,None,91,3,1,Suburb,Yes,Weekly,Yes,No,No
US,VA,7/18/10 20:30,Clear,None,88,4,1,Suburb,Yes,Weekly,Yes,No,No
US,VA,7/18/10 20:45,Clear,None,87,4,1,Suburb,Yes,Weekly,Yes,No,No
US,VA,7/18/10 21:45,Partly cloudy,None,86,0,0,Suburb,Yes,Weekly,Yes,No,No
US,VA,7/19/10 22:15,Partly cloudy,None,80,0,0,Suburb,Yes,Weekly,Yes,No,No
US,VA,7/20/10 22:30,Partly cloudy,None,76,1,1,Suburb,Yes,Weekly,Yes,No,No
